1980/01,207940.6024
1980/02,212478.1591
1980/03,219508.411
1980/04,221777.0604
1981/01,241524.6613
1981/02,254118.7582
1981/03,252878.3296
1981/04,250385.2296
1982/01,241852.04
1982/02,223115.1606
1982/03,204448.4196
1982/04,161293.0087
1983/01,149629.6904
1983/02,146624.5561
1983/03,147012.4124
1983/04,156698.6858
1984/01,148544.1892
1984/02,152667.5134
1984/03,170865.5131
1984/04,167755.1065
1985/01,173846.9113
1985/02,174436.0584
1985/03,174660.9624
1985/04,169539.7701
1986/01,167487.3139
1986/02,157600.6251
1986/03,144836.7168
1986/04,142315.9453
1987/01,138917.4409
1987/02,156653.6746
1987/03,158648.8203
1987/04,160232.0373
1988/01,160361.0673
1988/02,161222.541
1988/03,164993.6993
1988/04,163255.7123
1989/01,170052.6606
1989/02,173039.1885
1989/03,170723.8667
1989/04,173037.5343
1990/01,181301.8509
1990/02,190850.61
1990/03,197620.6345
1990/04,207402.519
1991/01,208060.9673
1991/02,213359.81
1991/03,211257.7771
1991/04,229479.6322
1992/01,230293.2725
1992/02,239085.2282
1992/03,245420.1622
1992/04,241372.9348
1993/01,234806.8734
