1980/01,646103.7002
1980/02,657379.6863
1980/03,673436.8679
1980/04,689951.1735
1981/01,695095.1323
1981/02,705988.7015
1981/03,722940.8254
1981/04,727629.0213
1982/01,726366.3241
1982/02,716697.0862
1982/03,694848.0979
1982/04,687741.5008
1983/01,676753.5253
1983/02,675460.1153
1983/03,675510.8599
1983/04,679006.1977
1984/01,691526.9657
1984/02,691591.1976
1984/03,702148.3836
1984/04,696759.9584
1985/01,714207.3424
1985/02,718569.7944
1985/03,717894.7956
1985/04,714739.3885
1986/01,719018.6129
1986/02,705340.2781
1986/03,695650.5235
1986/04,684015.9678
1987/01,683002.098
1987/02,702292.9722
1987/03,709103.8728
1987/04,713085.9956
1988/01,702877.4493
1988/02,701904.2621
1988/03,707048.0288
1988/04,732508.5423
1989/01,751346.6554
1989/02,760965.1965
1989/03,774083.6452
1989/04,765341.8903
1990/01,784039.9512
1990/02,805361.6645
1990/03,828329.1174
1990/04,829902.5514
1991/01,821353.4699
1991/02,841839.0732
1991/03,860376.0917
1991/04,876346.0736
1992/01,845970.7271
1992/02,891561.5395
1992/03,904953.2647
1992/04,917541.6695
1993/01,914865.5584
